line_num,title,label
552,billing,0
553,searched all,0
554,i have tried to reset my password but I have not received an e mail,1
555,"""""hello i don't the arabic,IT & Infrastructure,Application Provisioning,Juan Rodriguez
oUGrzG0BF9wAg_bph2Pr,uberdoc_index_requests,,faq,general,,API,true,14",0
556,have an existing account with a defferent e- mail,1
557,safe connect,0
558,i dont want to renew,1
559,"""""i couldn t do anything with those information,Legal,,Adrian Robinson
gEGrzG0BF9wAg_bph2Os,uberdoc_index_requests,,faq,general,,API,false,13",0
560,"""""I tried to buy a subscription for 1year,Altercations,,Camila Johnson
AEGrzG0BF9wAg_bpiGRu,uberdoc_index_requests,,faq,random,,API,false,18",1
561,I NEED TO CHANGE EMAIL ADDRESS,1
562,thanks for trying to help,0
563,Cambiar idioma de mcAfee,0
564,Live Agent,0
565,I want a refund as do not want to auto renew,1
566,associate to a company account,1
567,it will not download on my pc,1
568,reset my master password,1
569,all my downloads are being blocked,1
570,CAn't renew,1
571,i uninstalled acme and now i want to reinstall,1
572,to see if Acme software is installed,1
573,following componet not instaled,1
574,cannot download software,1
575,how do i know if my subscription is downloaded and working,1
576,no thank you,0
577,difference between livesafe and total protection ?,1
578,how to change type of macafee,1
579,We need help to actcate the Mcafee.,1
580,Update Total Protection on a Mac,1
581,Uninstall Acme,1
582,"""""I already paid my bill for 2 years of service,Engineering,Architecture,Elisabeth Robinson
4EGrzG0BF9wAg_bpiGNA,uberdoc_index_requests,,faq,devops,,API,true,17",0
583,we found a virus that mcAfee missed. can I give you the name of the program?,1
584,how to create a password,1
585,"""""Acme web adviser says firewall not on,IT & Infrastructure,Email Management,Kim Anderson
kUGrzG0BF9wAg_bph2PN,uberdoc_index_requests,,faq,WordPress,,Slack,true,10",1
586,i can not access my account,1
587,I cannot get into my true kry account. need passwword reset,1
588,I have a new email address,0
589,My Acme software won't install.,1
590,no. how can I speak to a person?,0
591,I was connected to Ana----- cocerning virs in downloads,0
592,how do i install livesafe,1
593,U TAKE REMOTE MY PC AND RESOLVE ISSUE,0
594,i want to turn off facial recognition in true key,1
595,what is your phone number for tech service,1
596,reset truekey master password,1
597,My subscription has not been updated.,1
598,Acme won't install,1
599,Is the Acme a VPN?,1
600,cancel my subscription,1
601,"""""I purchased additional acme soft,Altercations,,Jacob Smith
mkGrzG0BF9wAg_bph2Pc,uberdoc_index_requests,,faq,hangops,,API,true,4",0
602,My Protection doesn't run out until August 2020. ,0
603,lost master pasword,1
604,how can i get the password i forgotit,1
605,I HAVE AN ACTIVE ACCOUNT I NEED TO REINSTALL LIVE SAFE,1
606,Live Agent,0
607,limprimente ne repond pas,0
608,Firewall,0
609,we have a problem with our anti virus,1
610,Can't renew protection,1
611,reinstallation,0
612,not able to renew after lisence expired,1
613,do not want auto renewal,1
614,no sound to tv,1
615,"""""How do I install livesafe"""""",Customers,Demos,Peter Nelson
K0GrzG0BF9wAg_bpiGSx,uberdoc_index_requests,,faq,WordPress,,API,false,1",1
616,refund,1
617,SÃ­,0
618,i am trying to download the anti virus i just purchased and it not letting me,1
619,how do I turn off autorenewal,1
620,"""""my name is John Henry,HR,Recruiting,Rachel Thomas
BUGrzG0BF9wAg_bpiGR9,uberdoc_index_requests,,faq,engineering,,Slack,false,12",0
621,Why does the program not open?,1
622,"""""I have a new tablet ,Legal,,Maria Lopez
gkGrzG0BF9wAg_bph2Os,uberdoc_index_requests,,faq,hacker,,Slack,true,25",0
623,"""""I have installed the software but the """"scan for viruses """"does not work"",Engineering,Architecture,Alex Jackson
IUGrzG0BF9wAg_bpiGSj,uberdoc_index_requests,,faq,WordPress,,API,false,6",1
624,"""""Error message when I try  to update the virus scanner """"unable to find a valid repository"""""",Daily Activities,Team activities,Travis Bradley
iEGrzG0BF9wAg_bph2O_,uberdoc_index_requests,,faq,hangops,,API,false,8",1
625,i'm seeing an auto renewal charge in my credit card!,1
626,hi need to cancel subscription,1
627,There is no area to click for a download,1
628,how to turn on virus scan and fire wall,1
629,we found a stubborn virus or trojan,1
630,I want a refund,1
631,I do not want to renew Acme product,1
632,Is there anyway i can talk to someone,0
633,there was a download problem,1
634,why  does my computer not allow me to install Acme anti vitus and anti spyware?,1
635,can  you add acme to my tablet,1
636,I get double invoices. How can I cancel the unnecesary double order.,1
637,I have bought virus protection been given a 15 digit number to download and cannot find anywhere to download it.,1
638,"""""I have dyslexia,Customers,Proof Of Concept,Anna Mitchell
w0GrzG0BF9wAg_bpiGMW,uberdoc_index_requests,,faq,customers,,API,false,20",0
639,do you have a VPN,1
640,i had a free trial how do i activate the purchase,1
641,have i just renewed my acme for one year ok,1
642,am I protected,0
643,why does my subscription cost more than buying the product,1
644,I need AcmeÂ® Small Business Security for 100 users,1
645,quickclean not working,1
646,not installing plusnet firewall,1
647,problem with download,1
648,cancel subscription,1
649,Perhaps my Master Password needs RESET! I was NOT informed of such.DO NOT block my password without my permission.,1
650,I use mac,0
651,having problem with so called microsoft support that did not ask for. can not get out of program,1
652,Live Agent,0
653,I have an existing subscription to Acme security and want to put it on a new computer.  How do I do that?,1
654,I am unable to install Total Protection,1
655,real time scanning keep turning off,1
656,i get this message Enter your Acme account email to log in. Donâ€™t have an account? Weâ€™ll set you up with one.  but when i press next it doesnt respond,1
657,Live Agent,0
658,some,0
659,real person,0
660,have new window 10 PC need to re-install  w/cox Acme.,1
661,I cannot log into True key.,1
662,Mcafee cannot remove 2 viruses it found,1
663,where..?,0
664,i think that im paing twice for two other computer that one is no longer in my own,1
665,my computer seem to have a virus even though it says my computer is good,1
666,need phone number to delete acme ,1
667,won't accept my credit card security code,1
668,I want to get rid of AVAST virus Protection,1
669,"""""i am not getting my emails on my pc & my i pad will not work. i signed up a few days ago & when i log in,Engineering,DevOps,Brad Gibson
5kGrzG0BF9wAg_bpiGNA,uberdoc_index_requests,,faq,product_launch,,Slack,true,22",1
670,subscription deactivated reactivate until ,1
671,how many devices will safe connect cover with the basic purchase,1
672,à¹ƒà¸Šà¹ˆ,0
673,How to combine 2 subscription,1
674,Why does Acme block my network?,1
675,How do I install Livesafe,1
676,How do I connect with a live agent?,1
677,InstallSoftware.Install.Msg.FailMcafeeInstallCompName not found,0
678,"""""I have connected thru Citrix,IT & Infrastructure,User Management,Alex Jackson
XkGrzG0BF9wAg_bphWLr,uberdoc_index_requests,,faq,demo,,Slack,false,19",0
679,During my last 30 day tril I paid for 1yr,1
680,i got a renewal code for activation of my plan i am not finding where to enter the renewal code and renew my existing plan,1
681,Acme Ä°nstaller can't install SecurityCenter,1
682,Follow up to case number 2669361094,0
683,How much is my renewal,1
684,I need to renew  my anti virus plus. Please tell me how much it will cost in sterling,1
685,I just purchased your product and will not download on my PC and just disappered.,1
686,what do I need to have complete protection,1
687,I was installing the latest version of acme but when I restarte my PC I couldn't find how to finish download,1
688,my devices aren't showing that I have already renewed.,1
689,billed twice in 7 months for 116.86 why,1
690,actually i had a voucher to use acme antivirus for free and i have been using it for atleast 2 months but due to some personal reasons i resetted my pc and now its asking me to buy again also i dont remember the voucher code anymore,1
691,same problen when in am inasttal,0
692,"""""i need number to customer services on payment disputes,Customers,Customer Success,Stuart Thomson
C0GrzG0BF9wAg_bph2MP,uberdoc_index_requests,,faq,hangops,,API,false,1",1
693,"""""I have a question on my subscription? I may want to cancel this,HR,Recruiting,Amy Scott
KEGrzG0BF9wAg_bphWKQ,uberdoc_index_requests,,faq,devops,,Slack,false,21",1
694,how many devces can i have maafee on?,1
695,renewal issue error no 76567,1
696,uninstall security scan plus,1
697,reset masterpassword for true key,1
698,real-time scanning won't switch on,1
699,cancel subscription,1
700,i buy 1yaer sucrtion,0
701,Firewall is off and will not turn on. however in another ara says it is on?,1
702,How do I uninstall and stp billing,1
703,no thanks,0
704,What do i do about a sextortion scam,1
705,"""""I applied and paid for McFee Protection on offer the sum of 28.24 ,Customers,Customer Support,Travis Bradley
ykGrzG0BF9wAg_bphmKf,uberdoc_index_requests,,faq,hacker,,API,true,2",0
706,"""""Since I installed Acme,HR,Payroll,Andrew Wright
BkGrzG0BF9wAg_bph2MA,uberdoc_index_requests,,faq,random,,API,true,23",0
707,hello im having problems removing my old subscriptions from my account whuich is causing ,1
708,how can I send my lost phone a signal,1
709,password problem,1
710,mcAfee is not responding. Tried to download stinger but was told it is not supported by MacOs,1
711,How to install livesafe,1
712,will acme protect my fire wall,1
713,Firewall does not work,1
714,How much is my SUBSCRIPTION ON MY RENEWAL THIS YEAR ,1
715,I inputted all my information this morning and it said that something had happened and it could finish my order. Now I tried to do it and it tell me I need to give my credit card again. But when I put my email in its telling me I've already have an account. Also it now charging me $10.00 more.,1
716,I renewed my subscription 2 days ago but it is not active,1
717,Ù„Ø§ Ø§Ø³ØªØ·ÙŠØ¹ ØªØ­Ù…ÙŠÙ„ Ù…ÙƒØ§ÙÙŠ,0
718,i have paid,0
719,i have renewed my subscription,0
720,billing,0
721,My phone is charging,0
722,charged for renewal but already have mcfee,1
723, want,0
724,i can't download onto my hp due to microsoft edge,1
725,I have an account. I want to use this on another computer. ,1
726,something went wrong with the installation,1
727,"""""No i need protection,Travel,Ticket Booking,Kim Anderson
yUGrzG0BF9wAg_bphmKf,uberdoc_index_requests,,faq,devops,,API,false,13",0
728,How do I install livesafe,1
729,can't install antiviris,1
730,my Acme livesafe keeps saying that updates are available but it is already up to date,1
731,my mobile is lost and the cam thief isn't working,1
732,gud,0
733,como recupero la cuenta key de otro dispositivo,0
734,i need surport from uk ,0
735,problem code is 76567,1
736,unable to install total security in windows 10,1
737,Document ID: TS101331,0
738,FAQs for True Key: Windows,0
739,Mcafee app shows installed but cant find it on my android,1
740,Renewa;,0
741,Renewed with pre-purchased code but still showing expiry,1
742,I cannot finish the install of my renewed software,1
743,how can i verify that Acme anti virus is running,1
744,What is the difference between Acme Live Safe and Acme Total Protection?,1
745,just paid for subscription how do i download Acme,1
746,yes how do clean my browsers cahche?,1
747,remove livesafe,1
748,trying to reinstall antivirus but saying I am using the wrong password,1
749,download subscription service,1
750,What if I don't have access to a trusted device and don't have the master key,1
751,how can a speak to someone?,1
752,the program sent me a message about i could have a anti virues on the compter how do they do that,1
753,need a refund from auto renewal,1
754,refund,1
755,how can I unlock the acme created lock on my cell phone,1
756,"""""hello,HR,Performance,Anna Mitchell
gEGrzG0BF9wAg_bphmIq,uberdoc_index_requests,,faq,engineering,,Slack,true,14",0
757,unable to install acme on windows 10,1
758,remove unused systems,0
759,software will not install,1
760,im having problems installing acme,1
761,what does lock profile recovery for 24 hrs mean,1
762,I need a virus remover.  Does it come with MCAfee government download?,1
763,?,0
764,flash player update intallation incomplete windows 10,1
765,hii,0
766,how do i find my lost phone?,1
767,anti virus wont install,1
768,I do not want to install I want to remove security code,1
769,The LiveSafe software failed to launch,1
770,"""""I keep getting """"blank Pages"""" when I try to open browser"",Product & Services,,Peter Nelson
NUGrzG0BF9wAg_bphWKn,uberdoc_index_requests,,faq,devops,,Slack,false,21",1
771,I keep getting alerts to update my Mcafee saying it expires in 7 days but I already updated it,1
772,how do i remove all traces of acme so i can try a new install,1
773,sir my acme total protection which is on trial base not work well.,1
774,Firewall and Real time Scanning not turning on,1
775,need to purchase 30 licenses,1
776,Live Agent,0
777,forgot password now locked out for 24 hours hel,1
778,ok but i paid for acme for 42.44 and my services not on,1
779,Ù†Ø¹Ù… ÙØ¹Ù„Ø§,0
780,install acme,1
781,Will Not Scan,1
782,I tried that link  before and it diodnt help. I ahve updated my visa details now how do i purchses the same cover i had last time please ,1
783,solution 1,0
784,some one try to access my laptop,1
785,Download Acme products,1
786,acme won't install,1
787,How do I remove a SUCDownloader.exec virus?,1
788,popup screen not fully opening,1
789,Where is the Live Agent??????,1
790,cannot uninstall,1
791,What is the annual cost for my renewal subscription?,1
792,i PAID FOR TWO YEAR SUBSCRIPTION UNDERnickfisher49@gmail.com but not showing up that I renewed,1
793,well give me a phone number,0
794,once I install the total protection what do I do next or how do I know its working,1
795,0,0
796,real time scanning wont turn on every time i tried to turn on ,1
797,i bought the updated protection 2 weeks ago but it still is saying that it didnt update. My ex has his email acount on this computer but I dont know his password to change it to minemy order confirmation is #CS2410487640 can you help me,1
798,can u please contact me to my below number,1
799,i just want to know do i need to subscribe twice for both different PC ?,1
800,So I did a 2 year renewal and it keeps sending me emails that I am not protected still,1
801,fine u,0
802,i just bought acme and it had an error installing. it looks like it is working now and says active expires 9/172020,1
803,"""""Why does it say that my computer isn't protected everyday? I have to press update to make it """"work"""" again"",Legal,,John Dooly
9UGrzG0BF9wAg_bphmLj,uberdoc_index_requests,,faq,product_launch,,API,true,25",0
804,installing on iphone,0
805,Stop it goodbye,0
806,Cancel subscription,1
807,I cannot reinstall acme even after using the removal tool.,1
808,update manager failed to install,1
809,deseo reembolso de mi renovacion automatica,0
810,"""""Hey,HR,Retention,Travis Bradley
1kGrzG0BF9wAg_bphmKv,uberdoc_index_requests,,faq,product_launch,,Slack,true,24",0
811,Cannot get Acme to load on computer,1
812,I have MCfee account but when i used to login it showing email address not found,1
813,My installation has failed,1
814,Live Agent,0
815,software could not instaled ,1
816,there is payment processing error at the time of purchase. Amount is deducted from bank account,1
817,account expired i renewed online but status is still expired,1
818,safe connect not protecting,1
819,i was emailed am upgrade message saying i need to upgade,1
820,"""""I renewed my Acme serevice on July 25,IT & Infrastructure,Email Management,Lisa Moore
dUGrzG0BF9wAg_bphmIX,uberdoc_index_requests,,faq,WordPress,,Slack,true,14",0
821,I can not verify my subscription by the directions given can you help me?,1
822,how can I identify the pc's that are covered by my total protection subscription?,1
823,I dont want automatic renewal. I would like to know the price BEFORE I pay for next year. Please inform me about the price and ev discounts.,1
824,donde escribo para que no renueven mi suscripciÃ³n,0
825,"""""i purchased Acme Mobile Security thru google play on March 6,Customers,Demos,Peter Nelson
G0GrzG0BF9wAg_bphWJ5,uberdoc_index_requests,,faq,hangops,,Slack,false,7",0
826,how to activate my acme antivirus,1
827,My Acme Total Protection subscription recently renewed automatically. I no longer use the computer that subscrtion was on and I have a separate Acme LiveSafe subscription on my new PC. I don't need both subscriptions. Can I cancel the Total Protection and get a refund?,1
828,trying to claim refund - what is SWift/Bic and IBAN???,1
829,HOW IS MY SUBSCRIPTION BEING PAID FOR,1
830,how do i install the anti virus software,1
831,how can i change an error in my email address for my subsccription,1
832,download,0
833,Acme will not install no error given just security data,1
834,problem restting my password,1
835,how do I correct y email address,1
836,deactivating a laptop,1
837,installation doesn't work  ,1
838,Verify PC tune up offer,0
839,How do I delete browsing history,1
840,update,0
841,"""""I've installed my new McAffe,Engineering,DevOps,Adrian Robinson
MkGrzG0BF9wAg_bph2M6,uberdoc_index_requests,,faq,general,,Slack,true,7",0
842,how to get auto fix utility?,1
843,I have lost my asus zenphone. Purchased NEW K20POR.I REQUEST YOU TO TRANSFER THE PROTECTION TO K20PRO,1
844,hi i want to ask something had happen to me  ,0
845,I keep getting a message saying my downloads have a virus and have been deleted,1
846,what does ios mean,1
847,how do i get customer service,1
848,"""""no,Daily Activities,Meetings,Lisa Moore
SkGrzG0BF9wAg_bph2Nl,uberdoc_index_requests,,faq,demo,,API,false,19",0
849,update,0
850,12152,0
851,AAAAAAAAAAAAAAA,0
852,Buena noche. Compre Acme protecciÃ³n total pero al raspar el cÃ³digo se borraron los primeros dÃ­gitos. Me urge su ayuda. Gracias.,0
853,ko,0
854,I do not want to renew my subscription.,1
855,have a serial # for product purchased but having trouble adding it,1
856,"""""i had acme on old computer /old email. if i'm setting up new computer and will b setting up new email add(diff provider) ,Sports & Activities,,Brandon Johnson
zEGrzG0BF9wAg_bphmKf,uberdoc_index_requests,,faq,hacker,,API,true,16",0
857,changing activation code,1
858,Does Acme consider a chromebook a? laptop or a mobile device,1
859,unable to continue installation,1
860,my acme is ot reflecting new date after renewal,1
861,how do i install livesafe,1
862,error 0,1
863,Live Agent,0
864,something went rong with the installation,1
865,No I am not removing anything,0
866,please provide TS100119 information,0
867,configure Personal Firewall to allow the specific incoming connections,0
868,Mcafee fails to install in windows 10,1
869,install download to win10pc,0
870,"""""Why do I constantly get the"""" real time scanning:"""" pop up?? "",Customers,Proof Of Concept,Kim Anderson
1UGrzG0BF9wAg_bphmKv,uberdoc_index_requests,,faq,general,,API,false,7",1
871,"""""my email is getting duplicate emails,Conferences,,Kim Anderson
90GrzG0BF9wAg_bphmLy,uberdoc_index_requests,,faq,WordPress,,API,false,1",1
872,refund,1
873,how do i install security center,1
874,Ù„Ø§,0
875,MY PAYMENT CANT GO TROUGH,1
876,bonjour comment puisje recuperer une instalation qui a ete interrompu,0
877,willnotrenew,0
878,signed up with wrong email address,1
879,ISSUE INSTALLING MCAFEE,1
880,trying to sign up for this year and old past employee Email shows up I cant delete ,1
881,I have purchase Acme and unable to install on windows 7 computer,1
882,error 1359,1
883,Hola me puedes ayudar,0
884,How to use PayPal option for AUD renewal ,1
885,I thought i was covered by Veroqine. Why are you asking to sign up now?,1
886,Error 0,1
887,Does TrueKey come with LiveSafe,1
888,protect home network not diplaying while connected to internet,1
889,live agent,0
890,is there any student discounts?,1
891,Why do I keep getting this Wew're fixing real-time scanning,1
892,how do I install the Acme,1
893,I need to change my email address but I have forgotten my password,1
894,"""""have purchased acme protection,Culture,,Peter Nelson
WEGrzG0BF9wAg_bphWLr,uberdoc_index_requests,,faq,hacker,,API,false,12",0
895,hei,0
896,update email,1
897,new computer with 30 trial subscription. How do I add the promotional subscription to this computer? I already have an account on a different computer.,1
898,my acmee gives me a message my subscroption expired,1
899,high cpu,0
900,]+,0
901,eliminar licencia de otro equipo,0
902,My post is DE56 1LB why does your system reject this?,1
903,How do I install the product?,1
904,"""""got a new laptop,Culture,,Stuart Thomson
p0GrzG0BF9wAg_bphmJq,uberdoc_index_requests,,faq,random,,Slack,true,23",0
905,do i download the files again?,1
906,can i install on iphone?,1
907,i tried to download the product i purchased but it got stuck at 83% and won't now download,1
908,older ver con not updated ,1
909,"""""I recently renewed my subscription,HR,Recruiting,Amy Scott
DEGrzG0BF9wAg_bphWJB,uberdoc_index_requests,,faq,hangops,,Slack,false,2",0
910,not happy,0
911,I want to run a Custom Scan,1
912,"""""Why do I constantly get the"""" real time scanning:"""" pop up?? "",HR,Recruiting,Anna Parker
4EGrzG0BF9wAg_bphmLB,uberdoc_index_requests,,faq,devops,,Slack,true,6",1
913,"""""Hi there,HR,Performance,Victoria Lewis
NUGrzG0BF9wAg_bph2NI,uberdoc_index_requests,,faq,hacker,,API,true,16",0
914,Hi i have bought acme live premium and it gave me the steps to set it up but it didnt say that i needed to put in billing information why do i need to do this as i have bought the axcess for a year,1
915,how do I talk to a human being?,1
916,"""""dont remember my password,Engineering,Quality Control,Camila Johnson
IkGrzG0BF9wAg_bph2Mr,uberdoc_index_requests,,faq,hangops,,API,false,0,false,false,Sultanate of Oman,OM,21,57,21.0",0
917,how to apply new purchase with existing email account?,1
918,I think I downloaded to many on my computer how do I get them deleted,1
919,Locked out of my mobile .,1
920,"""""I have Acme Total Protection 5 devices. 2 are inactive. How can I remove them,Product & Services,,Maria Lopez
fUGrzG0BF9wAg_bphmIX,uberdoc_index_requests,,faq,hacker,,Slack,false,22",1
921,my acme total protection has expired,1
922,Is your web site www.siteadvisor.com?,1
923,need my name spelled correctly !,1
924,i cannot installed my product mcaffee internet security ,1
925,"""""Hello,Daily Activities,Meetings,Stuart Thomson
OkGrzG0BF9wAg_bphWK9,uberdoc_index_requests,,faq,general,,Slack,true,16",0
926,Oui,0
927,block an ip address,1
928,mobile antivirus install,1
929,My payment is not processing,1
930,the installation seems to be stuck at 34%,1
931,"""""I already have a subscription,HR,Performance,Camila Johnson
GkGrzG0BF9wAg_bph2Md,uberdoc_index_requests,,faq,general,,API,false,27",0
932,did not install,1
933,Keep Acme updated,1
934,I tried getting into my old account but cannot do it. I also notified FB,1
935,the website color safety indicator is not showing after i type in my search engine,1
936,I have change internet provides and want to change my information,1
937,I'm an AT&Y customer and was instructed by them to uninstall my Acme suite because it wouldn't update.  I did that and now I can't reinstall.  My computer is Windows.  Can you help?,1
938,I can't install security on my tablet,1
939,mobile security & safe web ,0
940,just got Acme running noy of my Browser will work not good,1
941,"""""hnu,IT & Infrastructure,Email Management,Saina Stone
SkGrzG0BF9wAg_bphWLM,uberdoc_index_requests,,faq,devops,,API,true,3",0
942,How do I transfer an existing Acme product to a new pc,1
943,How to I delete an account?,1
944,pc slow after installing acme,1
945,"""""Ja,Casual,,Vincent Lee
3kGrzG0BF9wAg_bphmLB,uberdoc_index_requests,,faq,hacker,,API,true,17",0
946,where can i download livesafe installer for Mac?,1
947,update assistance,1
948,How do i get reimbursed,1
949,How do I remove non used computers from my account?,1
950,need to cancel account,1
951,hello i am trying to install Acme but i am being told there is a probele and to contact support team,1
952,how do i install true key app,1
953,hi my mobile phone i have not used for a while is saying device locked ive forgottenthe the pin number can you help please,1
954,Would like to install MCAfee Product,1
955,Free trial is over how do I turn Windows defender back on,1
956,unexpected error occur,1
957,Refund,1
958,wintonic ,0
959,I mistakenly added a product in my cart and paid for it,1
960,+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++,0
961,live person,0
962,how to reinstall my purchased Acme,1
963,how do i find out which of my devices are being protected,1
964,I have your rreceipt for an annual subscription ending 30 august 2019 but am told my computer is not protected,1
965,hello i can not sign in my account ,1
966,are you there?,0
967,mabe a trojen ,1
968,how do i install,1
969,"""""very dificulte to instal i am trying from last three days ,Travel,Hotel Booking,Rohit Kapoor
YUGrzG0BF9wAg_bph2OC,uberdoc_index_requests,,faq,hacker,,Slack,true,8",1
970,WHAT IS THE DIFFERENCE BETWEEN MCAFEE INTERNET SECURITY AND MCAFEE LIVESAFE,1
971,unable to install because of error 12030,1
972,What non sense,0
973,Will it extend the current expiration?,1
974,installation can't complete and I got a message to get assistance from Acme,1
975,having trouble with installation,1
976,It's not working,0
977,auto renewal cancellation refund,1
978,cancel subscription,1
979,product info,0
980,i have just purchased acme but am unable to download it on new laptop,1
981,where do i do this,0
982,Cannot download it says download cotained a virus and was deleted,1
983,i need to re-register for acme security for t-mobile app. but my phone number is associated with my old email account which i dont have any more. So i need to register my phone number with my new email account but it wont allow me.,1
984,I need to cancel my subscription and back out a charge,1
985,real time scanning is off,1
986,having trouble installing software,1
987,freaking bot,0
988,How to download and install Acme consumer products for Dell customer,1
989,i have a product key i need to imput,1
990,i need to enter the subscription renewal code,1
991,Installation is incomplete,1
992,chat,0
993,account shows inactive.,1
994,error en la instalaci[on,0
995,Vulnerability Scanner,1
996,helloo,0
997,I need to talk to technical support,1
998,where is applications tabl,1
999,Ei,0
1000,how do I run a full scan?,1
1001,cannot start firewall or real time scanning on Mac,1
1002,I just had to do a complete reset on truekey now it says I only get 15 free logins ,1
1003,cookies tool not running,1
1004,I just purchased Acme product and got the confirmation number but i cant find it on my computer,1
1005,remove credit card,1
1006,it shows restart your pc to remove old files,1
1007,I am talking about our cell phone?  Do you have any thing to help unlock cell phone with the Acme security blocking it,1
1008,Resolve Real Time Scanning issue for Windows,1
1009,customer service phone number,1
1010,How do I install new pasword,1
1011,Can't load my new product code,1
1012,how to protect a second computer,1
1013,how do i install livesafe,1
1014,I want to delete my credit card information,1
1015,The computer keeps asking me to restart and I cannot proceed with the installatiojn,1
1016,can't download banner,1
1017,didn't receive password reset email,1
1018,"""""I've purchased yesterday,HR,Retention,Adrian Robinson
9EGrzG0BF9wAg_bphWEe,uberdoc_index_requests,,faq,customers,,Slack,false,24",0
1019,Unable to install security center stopped download of Acme,1
1020,"""""I have (1) computer and (1) License,IT & Infrastructure,Application Provisioning,Kim Anderson
mUGrzG0BF9wAg_bphGGE,uberdoc_index_requests,,faq,general,,Slack,true,1",0
1021,Is Acme installed correctly on this device?,1
1022,i would like to cancel my account,1
1023,i cannot download acme on my pc,1
1024,I can't run a virus scan,1
1025,mcAfee web advisor no longer working on firefox,1
1026,ERROR 0000X1200DS1,1
1027,safe connect not working,1
1028,how do i see my support ticket?,1
1029,Please I need a phone # PLEASE !,1
1030,True Key does not have my correct email,1
1031,forgot my email ,1
1032,sns.home.acme.com/@atlsecsrv.net,0
1033,how do I install on an iPad,1
1034,I WAS WAITING FOR AN AGENT AND WAS DISCONNECTED,1
1035,recieved phone call ffrom b tsaying somebody was trying to hack into  my pc ?,1
1036,tried to install software but get something went wrong with installation message,1
1037,"""""My PC antivitus got,HR,Policies,Saina Stone
lUGrzG0BF9wAg_bphGF1,uberdoc_index_requests,,faq,demo,,Slack,false,20",0
1038,Changed PC reload Mcafee,1
1039,Hi support team,0
1040,virtual technician,0
1041,I don't have windows. I have a MAC,0
1042,"""""I had to restore my computer,Daily Activities,Supplies,Saina Stone
XkGrzG0BF9wAg_bphGEn,uberdoc_index_requests,,faq,devops,,Slack,true,13",0
1043,install purchased acme,1
1044,hoe zeg ik mijn abonnement op?,0
1045,need to install Acme LiveSafe on my pc. I open my account and product does not appear to be installed.,1
1046,update failed on my MacBook pro,1
1047,billing question,1
1048,I renewed,0
1049,Does Mcafee provide email protection please Vikki,1
1050,how to install acme that i purchased from 3rd party reseller?,1
1051,forgotton my login,1
1052,TO STOP MY CHILD TO GO ON SITES,1
1053,code 12152,1
1054,i asked for it a while back,0
1055,Acme Product Removal tool,1
1056,Ñ Ñ…Ð¾Ñ‡Ñƒ Ð¿Ñ€Ð¾ÑÑ‚Ð¾ Ð²Ð¾Ð¹Ñ‚Ð¸True Key,0
1057,How do I find the computer name within the application?,1
1058,i did it online,0
1059,I have service request number,0
1060,cant transfer software to my smartphone. The phone keeps showing a computer that I no longer use.,1
1061,"""""we talked earlier  American address is still my problem and I wanted to modulate it but I can't .....  for example I want to send a call to another device and only let me know an American phone  but as I indicated,Product & Services,,Saina Stone
jUGrzG0BF9wAg_bphGFk,uberdoc_index_requests,,faq,hacker,,API,false,16",1
1062,why cant i download updates,1
1063,GOod,0
1064,there is an issue,0
1065,I want to talk about the price of products,1
1066,I am a new SKY customer and have tried to download your free one year trial - how domI know that my download was successful.,1
1067,HOW to active Acme,1
1068,please tell me price for 3 device total protection ,1
1069,securitycenter fails to install,1
1070,Auto-Renewal renewed a subscription for a computer that no longer exists; what do I do?,1
1071,your phone number,0
1072,i want to renew my subscription @69.99 but when i enter my info i am being charged 107.00 why?,1
1073,I want to cancel my subscription,1
1074,How can I download the receipt for my last acquisition?,1
1075,How do I find the 3rd party for my email?,1
1076,i am getting error while installing the acme in my machine,1
1077,how can i send mail to acme support team,1
1078,ts running  super  slow like  a  virusa  or  something,1
1079,A old subscription needs to be removed from my account,1
1080,Hello!,0
1081,i cannot install acme in my desktop in purchased,1
1082,live person,0
1083,from where I can download invoice,1
1084,"""""my subscription expires in December,Conferences,,Travis Bradley
yUGrzG0BF9wAg_bphGHC,uberdoc_index_requests,,faq,WordPress,,Slack,true,1",0
1085,I need to speak with a representative now.,1
1086,"""""I keep getting a message that my subscription is expiring today,HR,Payroll,Rohit Kapoor
RUGrzG0BF9wAg_bpg2H6,uberdoc_index_requests,,faq,general,,Slack,true,11",1
1087,how do I install livesafe,1
1088,Customer Service,0
1089,i can't access my account,1
1090,I paid for my new 'subscription' for my new antivirus program 9/15/19 but it comes up  that it has expired. Why?,1
1091,want to know why my acme protection has been cancelled after I paid $65.97 canadian on Feb.13 for 1 yr. protection,1
1092,just paid for renewal of my subscription vide Order confirmation - #CS2394977718 but unable to update ,1
1093,i purchased Mcafee total protection 1 year ago through Lockheed Martin employee deal At that time my attempts to install on my computer failed miserably and i wrote the purchase off as a loss. however i have now had an automatic renewal activated and apparently money taken from my account without my consent. The transaction number is CS2421747068. Since i am unable to install the software on my equipment I would like a refund,1
1094,free download,0
1095,i am facing error 76567 while installation,1
1096,app failed to open,1
1097,I need a new password,1
1098,are you dumb,0
1099,I think I purchased a Acme a program; I have not been able to download the program...help!,1
1100,please send me link,1
1101,i want to chat to a person,1
